,raw_text,clean,label
1966,Years of congressional deadlock have invited the executive to attempt to rule by decree. It has also weakened the s…,year congression deadlock invit execut attempt rule decre also weaken,1
1967,"Thanks to the rise of escape rooms landlords can now make money from poky offices, shops and basements that are har…",thank rise escap room landlord make money poki offic shop basement har,1
1968,Politics in Illinois encourages conflicts of interest that would be criminal elsewhere,polit illinoi encourag conflict interest would crimin elsewher,1
1969,Cracks in the EU's common front are starting to show—the likes of Angela Merkel are preaching patience while the Fr…,crack eu common front start show like angela merkel preach patienc fr,1
1970,Donald Trump says he will hold a second summit with Kim Jong Un,donald trump say hold second summit kim jong un,1
1971,"Morgan's supply chain is distinctly local, which could be useful insulation against Brexit",morgan suppli chain distinct local could use insul brexit,1
1972,"Donald Trump's cabinet is becoming less experienced, and more pliant. Mick Mulvaney's rise reflects this",donald trump cabinet becom le experienc pliant mick mulvaney rise reflect,1
1973,America has ramped up sanctions aimed at reducing corruption beyond its borders in recent years,america ramp sanction aim reduc corrupt beyond border recent year,1
1974,"Britain has lost ""market share"" of skilled immigration since 2016",britain lost market share skill immigr sinc,1
1975,On sentencing and policing the next attorney-general may be less hardline than Jeff Sessions,sentenc polic next attorney general may le hardlin jeff session,1
1976,"Britons are having a debate about whether to vote again on Brexit. Over the past week, we've published 10 opinion p…",briton debat whether vote brexit past week publish opinion p,1
1977,Worldwide the suicide rate is down by 29% since 2000. In America it's up by 18%,worldwid suicid rate sinc america,1
1978,"“Glass” has barely enough incident for an hour-long pilot of a Netflix series, let alone a two-hour-long film",glass bare enough incid hour long pilot netflix seri let alon two hour long film,1
1979,Opinions on the effects of children's digital-media habits are deeply polarised,opinion effect child digit medium habit deepli polaris,1
1980,"Brewers are facing bottlenecks, airline passengers are facing queues, and around 800,000 federal employees are not…",brewer face bottleneck airlin passeng face queue around feder employe,1
1981,"A child who doesn't have a motive to speak a language—either a need, or a strong desire—will often avoid it",child motiv speak languag either need strong desir often avoid,1
1982,"Al-Shabab wanted, once again, to punish the Kenyan elite, scare off Western investors and damage the country’s image",al shabab want punish kenyan elit scare western investor damag countri imag,1
1983,"China, the world's largest car market, shrank for the first time in over 20 years in 2018",china world largest car market shrank first time year,1
1984,Canadian governments have been loth to reform an institution that has so successfully promoted its image,canadian govern loth reform institut success promot imag,1
1985,Chickens probably live the worst lives of all farms animals. Can companies like Mcdonald's change that?,chicken probabl live worst life farm anim compani like mcdonald chang,1
1986,"American hospitals set prices using multipliers and formulas that are often outdated, and not linked to costs or qu…",american hospit set price use multipli formula often outdat link cost qu,1
1987,"Tested on mice, the modified molecule has exactly the desired anti-tumour effects",test mous modifi molecul exact desir anti tumour effect,1
1988,"If you have a vague anxiety, Albert Edwards will give it form",vagu anxieti albert edward give form,1
1989,"In cash terms, America's government borrowed more in the last quarter of 2018 than it did in all of 2006",cash term america govern borrow last quarter,1
1990,Early British critics of the referendum worried it would reduce complex questions into simple ones. The 2016 vote f…,earli british critic referendum worri would reduc complex question simpl one vote f,1
1991,"A second vote on Brexit would be another campaign full of promises that can't be kept, argues @anandMenon1…",second vote brexit would anoth campaign full promis kept argu anandmenon,1
1992,Brexit is the mother of all messes. @t_wainwright explains how to solve it,brexit mother mess wainwright explain solv,1
1993,What the break-up of the world’s richest couple means for Amazon,break world richest coupl mean amazon,1
1994,Theresa May's introverted nature has in many ways contributed to today's Brexit mess,theresa may introvert natur mani way contribut today brexit mess,1
1995,"Many owners of emus in America simply abandoned them in 1998. As a result, there are mobs of feral emus in parts of…",mani owner emu america simpli abandon result mob feral emu part,1
1996,"Were there a second Brexit referendum, it would be unwise to expand eligibility to include 16- to 17-year-olds, arg…",second brexit referendum would unwis expand elig includ year old arg,1
1997,"A ""euroboom"" that began in 2017 has fizzled out",euroboom began fizzl,1
1998,"Senegal is not as corrupt as its neighbours, but it is hardly a model democracy",seneg corrupt neighbour hard model democraci,1
1999,High-quality internet connections will become more widespread than basic sanitation and running water,high qualiti internet connect becom widespread basic sanit run water,1
2000,Fourth-quarter earnings brought reassurance rather than renewed worry for America's big banks,fourth quarter earn brought reassur rather renew worri america big bank,1
2001,"Buyers snap up banks' failed loans in the hope of earning good returns, and possessing collateral at cheap prices",buyer snap bank fail loan hope earn good return possess collater cheap price,1
